100,4472499654009016
101,4196114472884526
102,4418247938417609
103,4700283422005795
104,4224711711660996
105,4348207953264649
106,4902636301171417
107,4671177063843298
108,4316024344837873
109,4905156949064776
110,4324536335829022
111,4614647259534628
112,4876384018143431
113,4468455536290076
114,4994848797980907
115,4990580271098712
116,4834157463094833
117,4734870004425224
118,4073845306145444
119,4913649851305874
120,4355916926480037
121,4530215895720214
122,4723552163823954
123,4852537666717105
124,4606376146476828
125,4521654975641432
126,4010415710495805
127,4076172670307402
128,4683769672146272
129,4049874166798792
130,4022199390093295
131,4509679228625058
132,4667800565773813
133,4078205610303977
134,4072438898177171
135,4320053838840426
136,4432347183322966
137,4162760476112015
138,4779083542195389
139,4313328038827005
140,4777575529672449
141,4568192095691461
142,4483131894665485
143,4353468356769579
144,4562416445358404
145,4245924152046197
146,4174617694730027
147,4024291477597310
148,4589485207182545
149,4105622623553142
150,4498122524498576
151,4711566851163569
152,4819145259530608
153,4541871377834818
154,4443523619881467
155,4410946608907978
156,4943398207868224
157,4934688866342206
158,4016197166189680
159,4574423688239423
160,4512728831566146
161,4402235202392555
162,4018377510505082
163,4885959805517794
164,4074285403672877
165,4756253750269644
166,4892107087367322
167,4520375230722301
168,4393104197853003
169,4529899992901301
170,4144512886075113
171,4644655670502105
172,4759862631017315
173,4854763939682664
174,4548969765444496
175,4856157734731252
176,4453566521365420
177,4289058854255840
178,4098716554461830
179,4438999514811702
180,4054336799942242
181,4159495652222667
182,4869008708174442
183,4031868829064745
184,4733419074331704
185,4468514850487450
186,4499841216898820
187,4682893487487463
188,4835977461369151
189,4063496070264658
190,4487151305211205
191,4735299962929756
192,4001390690785093
193,4975160437866095
194,4735070629745488
195,4445898283475853
196,4390402160722551
197,4031847868179668
198,4759876293322267
199,4422563196389884
200,4881793720597068
201,4923569351303375
202,4755449561913072
203,4757453277131663
204,4574842024272143
205,4870725492551299
206,4740834879586764
207,4947096732532325
208,4688817201982174
209,4325130990879951
210,4556673051230513
211,4332613748371825
212,4306951223184332
213,4797236552524898
214,4986034929266288
215,4003006733821667
216,4174148517856807
217,4033974242006010
218,4765762157698641
219,4196849703105477
220,4904222404019863
221,4800440420997248
222,4036333191985389
223,4786490944801795
224,4800988287112176
225,4564796106417593
226,4699079853162633
227,4618784410321876
228,4264918076153075
229,4070386540855149
230,4722647217871772
231,4069391513402331
232,4541837789410869
233,4595579382593509
234,4145052530688768
235,4743695823648517
236,4402236713644021
237,4916622011130291
238,4768612053289692
239,4945931251784036
240,4354263292738048
241,4544915189303445
242,4088468188467926
243,4401872329777352
244,4354455201616993
245,4907461287060391
246,4331538468688880
247,4056751212270826
248,4178940448077747
249,4232512014712348
250,4479702287567080
251,4412040795036035
252,4315650938613496
253,4225478672378373
254,4198837614996809
255,4808319005387813
256,4183078611267058
257,4224162608125291
258,4359424473137018
259,4043295328535447
260,4263441927141770
261,4102121398007315
262,4032022285191268
263,4505508129777852
264,4320519361820688
265,4736209836588582
266,4539241498488737
267,4928115791544036
268,4712452584372045
269,4921670326178112
270,4932504391051370
271,4410624638348352
272,4536679740446291
273,4037350552077499
274,4657192992300939
275,4790409264519321
276,4897674730329340
277,4645702886565817
278,4037048205600335
279,4435512912824397
280,4425693029700380
281,4433013806404367
282,4547170353775856
283,4976465192716818
284,4604094167794130
285,4148785103755979
286,4180320519271902
287,4828000656905257
288,4795902748421041
289,4218377628327157
290,4665920348459042
291,4191240086408560
292,4877629042483966
293,4024963492266106
294,4718315746252111
295,4500046833859590
296,4196318575437480
297,4778882827147738
298,4156734401083650
299,4909521278162937
300,4559167056623999
301,4949537116551294
302,4664920819463952
303,4790966440953955
304,4253230191124248
305,4730421108702365
306,4677402303746742
307,4141206835031031
308,4430126635645332
309,4001521550699430
310,4697616032644482
311,4325594785858122
312,4336796150833112
313,4336886095303784
314,4575603915402527
315,4318787059527997
316,4929617141983776
317,4477543932556623
318,4862554746372652
319,4723575880875008
320,4507354270806976
321,4569441916248208
322,4567080120016711
